Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,features_raw,features_scaled,features,probability,prediction,Cluster
44,Undergraduate,Alone,24336,31,155.73333333333332,Has child,1 child,1,6,2,8,2,12,"[24336.0,155.73333333333332,31.0]","[1.1305230012701168,23.07402889803158,0.05141598878204352]","[0.04893665105540118,0.9987994046619331,0.002225630348846043]","[6.751722650935985e-05,7.046341179545666e-22,1.7067664634552539e-22,0.9999324827734906]",3,Cluster 3
35,Postgraduate,In couple,18222,67,151.53333333333333,No child,No child,12,4,19,12,6,14,"[18222.0,151.53333333333333,67.0]","[0.8464986081995427,22.45174130360693,0.11112487898054568]","[0.0376757969252741,0.9992777752731814,0.0049459246988268835]","[0.00016770431751844512,3.9398821745853917e-22,3.9398821745853865e-22,0.9998322956824817]",3,Cluster 3
73,Postgraduate,Alone,62335,708,146.76666666666668,Has child,1 child,243,131,217,85,6,26,"[62335.0,146.76666666666668,708.0]","[2.895757367035369,21.74549427183927,1.1742748405705425]","[0.1318119026825163,0.9898325762276767,0.05345178528071104]","[0.0003054010295349629,0.9474349971597704,0.0522596018106947,4.024563764667799e-21]",1,Cluster 1
54,Undergraduate,In couple,42033,25,154.96666666666667,Has child,2 children,11,1,4,2,0,7,"[42033.0,154.96666666666667,25.0]","[1.9526328612913717,22.960436718096926,0.04146450708229317]","[0.08473735588420875,0.996401697424834,0.001799412866006905]","[0.00013723180351224207,0.02952967404491793,8.136652319007728e-22,0.9703330941515698]",3,Cluster 3
42,Postgraduate,In couple,86580,746,149.6,No child,No child,532,21,127,26,20,20,"[86580.0,149.6,746.0]","[4.022052985287916,22.165291458554314,1.237300891335628]","[0.17827296869930118,0.982451580040256,0.054841968487121764]","[0.0036443616614464697,9.999944833427568e-20,0.9963556383385536,9.998802799203198e-20]",2,Cluster 2
68,Postgraduate,Alone,41437,32,154.86666666666667,Has child,2 children,29,0,2,0,0,1,"[41437.0,154.86666666666667,32.0]","[1.9249458252642109,22.945620346801103,0.05307456906533525]","[0.08359776492091556,0.9964969146355952,0.0023049559576014556]","[8.675556615227581e-05,0.014806596736174184,4.929055179256662e-22,0.9851066476976735]",3,Cluster 3
74,Postgraduate,Alone,73705,1695,137.23333333333332,Has child,2 children,612,91,520,258,107,107,"[73705.0,137.23333333333332,1695.0]","[3.4239479704394298,20.333000208303943,2.8112935801794765]","[0.16453347860036882,0.977076545419852,0.13509314864222374]","[0.0029866244452379028,8.147826818080607e-21,0.9970133755547621,8.147826818080607e-21]",2,Cluster 2
49,Postgraduate,In couple,61064,1080,155.6,Has child,1 child,387,126,342,0,45,180,"[61064.0,155.6,1080.0]","[2.836713369064695,23.054273736303816,1.7912667059550649]","[0.12176248203975233,0.989576748348665,0.0768879515607083]","[0.001837949855125968,0.0005431348546270623,0.997618915290247,1.1511463685940948e-20]",2,Cluster 2
70,Postgraduate,In couple,38452,72,136.4,Has child,2 children,56,0,14,0,0,2,"[38452.0,136.4,72.0]","[1.7862783713362318,20.209530447505404,0.11941778039700432]","[0.08804314334789289,0.9960992725071762,0.005885934088714108]","[0.0001935543132721599,0.27403857626850875,1.2315112769810637e-21,0.7257678694182191]",3,Cluster 3
36,Postgraduate,Alone,18358,57,140.73333333333332,Has child,1 child,6,8,19,16,4,4,"[18358.0,140.73333333333332,57.0]","[0.85281645534668,20.85157320365782,0.09453907614762842]","[0.04086479801562937,0.9991544158575126,0.0045300723586373035]","[8.953595249581568e-05,2.1069757695441013e-22,2.1069757689502528e-22,0.9999104640475042]",3,Cluster 3
52,Postgraduate,In couple,55012,660,136.7,Has child,1 child,582,0,65,0,0,13,"[55012.0,136.7,660.0]","[2.5555691710170807,20.253979561392878,1.0946629869725395]","[0.12500401556528148,0.9907103298415577,0.053544733053652205]","[0.00024422616477941944,0.9903607196521221,0.009395054183098519,2.6968611621044728e-21]",1,Cluster 1
52,Undergraduate,In couple,9722,103,154.53333333333333,Has child,1 child,6,17,16,6,16,42,"[9722.0,154.53333333333333,103.0]","[0.45163316150345484,22.896232442481683,0.17083376917904786]","[0.019720832381768177,0.9997776971670177,0.007459558806334255]","[0.9992179553890134,3.0393257586415812e-18,3.0393257586415812e-18,0.0007820446109865555]",0,Cluster 0
41,Postgraduate,In couple,38175,153,142.66666666666666,Has child,1 child,70,6,69,2,3,3,"[38175.0,142.66666666666666,153.0]","[1.7734104032497828,21.13802304871044,0.25376278334363417]","[0.08359700901799651,0.9964278433167476,0.011962154754892198]","[0.00039770218499524855,0.5017322311531051,2.0565292736173718e-21,0.4978700666618997]",1,Cluster 1
69,Postgraduate,In couple,58656,1220,154.93333333333334,Has child,1 child,962,12,194,16,24,12,"[58656.0,154.93333333333334,1220.0]","[2.7248503107536153,22.955497927664986,2.0234679456159066]","[0.11742490920212596,0.9892459960856128,0.08719948352746222]","[0.00327268460935937,3.9773858363839185e-09,0.9967273114132549,1.52830802769274e-20]",2,Cluster 2
60,Postgraduate,In couple,52117,279,156.1,Has child,1 child,112,10,107,30,0,20,"[52117.0,156.1,279.0]","[2.4210826453482364,23.128355592782942,0.46274389903839175]","[0.10409079957125097,0.9943687924270405,0.019894976547029965]","[0.00015401942110821983,0.9998459805788916,1.5014632119463732e-21,1.7664569426098685e-16]",1,Cluster 1
47,Postgraduate,In couple,64813,745,139.3,Has child,1 child,293,0,124,179,97,52,"[64813.0,139.3,745.0]","[3.010872258436887,20.63920521508433,1.2356423110523365]","[0.14410063854947328,0.9877943650094625,0.059137960948840745]","[0.0005608448492786255,0.015333795085164099,0.9841053600655572,8.517905537495882e-21]",2,Cluster 2
52,Postgraduate,In couple,54222,264,137.36666666666667,Has child,1 child,199,12,31,3,12,7,"[54222.0,137.36666666666667,264.0]","[2.5188699118535616,20.352755370031712,0.43786519478901587]","[0.12279559731757005,0.9922023924142701,0.021346048037520583]","[0.00010317099646138644,0.9998968290035228,1.5749569590259702e-14,1.8493820548373966e-21]",1,Cluster 1
39,Postgraduate,In couple,83512,2157,133.76666666666668,No child,No child,1060,61,835,80,20,101,"[83512.0,133.76666666666668,2157.0]","[3.8795297864098455,19.81936600338201,3.5775576710602546]","[0.1891537963182635,0.9663305932830879,0.17443057594224717]","[0.9999999996183664,3.867850214324677e-18,3.816336723201551e-10,3.867850214324677e-18]",0,Cluster 0
66,Postgraduate,In couple,77520,1526,143.53333333333333,Has child,1 child,940,44,396,0,88,58,"[77520.0,143.53333333333333,1526.0]","[3.6011728738683213,21.266431599940926,2.530993512303175]","[0.16582145918844757,0.9792450524169036,0.11654342962874178]","[0.001303616723868125,5.034173443164741e-21,0.9986963832761319,5.034173443164741e-21]",2,Cluster 2
47,Postgraduate,In couple,41154,69,148.23333333333332,Has child,1 child,44,2,11,2,3,7,"[41154.0,148.23333333333332,69.0]","[1.9117991286271527,21.962801050844703,0.11444203954712914]","[0.08671805197737632,0.9962193697951852,0.0051910216848834855]","[0.00013001774654832572,0.11981374181435549,7.963693823821173e-22,0.8800562404390961]",3,Cluster 3
59,Postgraduate,In couple,80398,1597,153.23333333333332,No child,No child,342,51,936,207,35,26,"[80398.0,153.23333333333332,1597.0]","[3.734869668643773,22.703619615635954,2.6487527124168873]","[0.16125870895981564,0.9802634931734204,0.11436394858545641]","[0.001295930111203853,5.210025470145852e-21,0.9987040698887962,5.210025470145852e-21]",2,Cluster 2
33,Undergraduate,Alone,18746,64,134.4,Has child,1 child,2,10,11,12,9,20,"[18746.0,134.4,64.0]","[0.8708409016193956,19.913203021588902,0.1061491381306705]","[0.04368945700526808,0.9990309660823881,0.0053254253421976625]","[7.027547645233417e-05,1.6518552762685586e-22,1.6518270477813969e-22,0.9999297245235478]",3,Cluster 3
41,Postgraduate,In couple,35196,497,153.13333333333333,Has child,1 child,75,12,141,43,39,187,"[35196.0,153.13333333333333,497.0]","[1.6350216778724127,22.688803244340132,0.8243144007959882]","[0.0718293977352748,0.9967593056599672,0.036213591388425705]","[0.03340733309464975,0.9665926669053502,9.898450870337696e-20,9.993391704585878e-20]",1,Cluster 1
69,Postgraduate,Alone,60230,1067,146.86666666666667,Has child,1 child,520,20,367,39,81,40,"[60230.0,146.86666666666667,1067.0]","[2.7979701005300437,21.760310643135096,1.7697051622722724]","[0.12711854168241485,0.9886234863580745,0.08040198120533025]","[0.0008963385622244405,1.8717281161856547e-06,0.9991017897096595,5.78797987366584e-21]",2,Cluster 2
48,Postgraduate,In couple,22108,31,135.1,Has child,2 children,5,3,9,6,2,6,"[22108.0,135.1,31.0]","[1.027021799477307,20.016917620659676,0.05141598878204352]","[0.05124012101349072,0.99868306760546,0.0025652439788143022]","[6.251350870503207e-05,2.9455917219850537e-19,1.614937433688263e-22,0.9999374864912949]",3,Cluster 3
51,Postgraduate,In couple,44392,211,143.26666666666668,Has child,2 children,87,5,71,7,12,29,"[44392.0,143.26666666666668,211.0]","[2.0622196364391447,21.226921276485395,0.3499604397745543]","[0.09668287291594328,0.9951799972746171,0.016407166398024607]","[0.0001542850163881454,0.9998455840655073,1.1914853079146035e-21,1.3091810460464842e-07]",1,Cluster 1
49,Postgraduate,In couple,55424,877,152.73333333333332,Has child,1 child,462,61,184,10,53,107,"[55424.0,152.73333333333332,877.0]","[2.574708531492232,22.62953775915683,1.4545749084468442]","[0.11281725676799678,0.991569469199771,0.06373581666714888]","[0.0016870350094131286,0.9803019923478516,0.018010972642735233,1.1100547488929244e-20]",1,Cluster 1
46,Postgraduate,In couple,17688,11,151.1,Has child,1 child,2,2,1,3,1,2,"[17688.0,151.1,11.0]","[0.8216917671953414,22.387537027991687,0.018244383116208993]","[0.03667838025451544,0.9993267899926684,0.0008143861824604255]","[0.00038775141953597864,9.623040868140134e-22,9.623040868140134e-22,0.999612248580464]",3,Cluster 3
42,Postgraduate,In couple,92491,2034,147.5,No child,No child,979,44,935,29,25,22,"[92491.0,147.5,2034.0]","[4.296647062396219,21.854147661341987,3.373552296215372]","[0.19073695691650014,0.9701503429056438,0.14975889097577785]","[0.796716718255078,1.9202977139429727e-18,0.20328328174492205,1.9202977139429727e-18]",0,Cluster 0
34,Postgraduate,Alone,90273,1991,139.93333333333334,No child,No child,704,129,853,120,74,111,"[90273.0,139.93333333333334,1991.0]","[4.193610408187757,20.733042233291222,3.302233344033828]","[0.1958796822700486,0.9684213195435095,0.15424428004756752]","[0.9975669875470307,2.456477181807693e-18,0.002433012452969261,2.456477181807693e-18]",0,Cluster 0
63,Postgraduate,Alone,82571,1686,136.3,No child,No child,861,31,558,62,95,79,"[82571.0,136.3,1686.0]","[3.835815858722667,20.19471407620958,2.796366357629851]","[0.1849021624425412,0.9734686022815029,0.13479640461143302]","[0.010945680896820364,2.9364212457818934e-20,0.9890543191031796,2.9364212457818934e-20]",2,Cluster 2
43,Postgraduate,Alone,38513,324,138.43333333333334,Has child,1 child,172,3,115,16,0,18,"[38513.0,138.43333333333334,324.0]","[1.7891121116007567,20.510796663853846,0.5373800117865194]","[0.08686827403099405,0.9958780635582953,0.026091866362071323]","[0.0003262929102553812,0.9996737070849611,1.6376998667230706e-21,4.783527183822206e-12]",1,Cluster 1
46,Postgraduate,Alone,16653,69,135.76666666666668,Has child,1 child,5,7,31,15,4,7,"[16653.0,135.76666666666668,69.0]","[0.7736110922152883,20.115693429298513,0.11444203954712914]","[0.03842905750269984,0.9992451598484424,0.0056848974410245185]","[0.00015459354853512267,3.594927776768346e-22,3.5949277767680135e-22,0.9998454064514649]",3,Cluster 3
70,Postgraduate,In couple,42586,252,153.63333333333333,Has child,2 children,194,2,56,0,0,0,"[42586.0,153.63333333333333,252.0]","[1.978322342705835,22.762885100819258,0.4179622313895151]","[0.08656913434630994,0.9960779473921408,0.018289551596204445]","[0.00031776112062144736,0.9995959505348361,1.7049107563771507e-21,8.628834454248207e-05]",1,Cluster 1
60,Undergraduate,Alone,23529,54,151.3,Has child,1 child,9,7,13,3,2,20,"[23529.0,151.3,54.0]","[1.093034011213206,22.417169770583342,0.08956333529775323]","[0.048700542567593805,0.9988054529479046,0.0039905281797430765]","[5.4614727447235305e-05,1.85378159198725e-21,1.3502534643511e-22,0.9999453852725527]",3,Cluster 3
64,Postgraduate,In couple,74881,964,149.3,Has child,2 children,505,72,270,36,27,54,"[74881.0,149.3,964.0]","[3.4785787663587944,22.12084234466684,1.5988713930932246]","[0.15494997117758677,0.9853518100203712,0.07122020023591145]","[0.00030120764013805563,1.966968827934585e-11,0.9996987923401922,3.949496583942564e-21]",2,Cluster 2
74,Postgraduate,In couple,71107,1327,149.93333333333334,Has child,1 child,533,10,217,198,174,195,"[71107.0,149.93333333333334,1327.0]","[3.3032585080257317,22.21467936287373,2.2009360359281214]","[0.1463787587773366,0.9844089355626784,0.0975310543527586]","[0.0009108127405504372,5.112956147389642e-21,0.9990891872594496,5.1129561472422356e-21]",2,Cluster 2
61,Postgraduate,In couple,46910,68,136.63333333333333,Has child,2 children,48,0,14,0,0,6,"[46910.0,136.63333333333333,68.0]","[2.1791927181780566,20.244101980528995,0.11278345926383741]","[0.10702585530913572,0.9942408082397296,0.005539090733804937]","[0.00012949089108574163,0.9998705091074368,1.6221507710876114e-21,1.4774663853830407e-12]",1,Cluster 1
66,Postgraduate,In couple,18690,60,151.63333333333333,No child,No child,6,1,7,23,4,19,"[18690.0,151.63333333333333,60.0]","[0.8682394351470449,22.466557674902756,0.0995148169975036]","[0.038616654845262166,0.9992442961842221,0.004426117018436495]","[0.0001315568102940342,3.102258677578512e-22,3.102258677578405e-22,0.9998684431897059]",3,Cluster 3
70,Postgraduate,Alone,37244,55,147.63333333333333,Has child,2 children,18,2,10,0,0,25,"[37244.0,147.63333333333333,55.0]","[1.7301610231469524,21.873902823069752,0.09122191558104496]","[0.07885008707898097,0.9968778161578802,0.004157333271786412]","[3.039249686327053e-05,0.001335964054362998,1.4565092428646023e-22,0.9986336434487737]",3,Cluster 3
59,Postgraduate,In couple,82427,1456,137.0,No child,No child,482,147,509,104,107,107,"[82427.0,137.0,1456.0]","[3.8291263735080507,20.298428675280356,2.414892892472754]","[0.1841181238066525,0.9760212224314345,0.11611670788205414]","[0.0018443968281453644,7.300141933180859e-21,0.9981556031718547,7.300141933180859e-21]",2,Cluster 2
67,Undergraduate,Alone,75342,563,147.33333333333334,Has child,1 child,204,97,97,21,118,26,"[75342.0,147.33333333333334,563.0]","[3.499994409997253,21.82945370918228,0.9337806994932422]","[0.15817062146844732,0.9865096497399186,0.04219911698493355]","[0.0217192585997644,0.01790931586938431,0.9603714255308513,6.5510801122208605e-19]",2,Cluster 2
71,Postgraduate,Alone,70044,1504,149.9,Has child,1 child,1073,0,250,153,14,14,"[70044.0,149.9,1504.0]","[3.253877099809503,22.20974057244179,2.494504746070757]","[0.1440723983973934,0.9833839736119464,0.11044955619286757]","[0.0013963046558459146,5.608920753103977e-21,0.998603695344154,5.608920753103977e-21]",2,Cluster 2
58,Postgraduate,Alone,79146,564,135.56666666666666,Has child,2 children,245,16,223,21,43,16,"[79146.0,135.56666666666666,564.0]","[3.676708311083361,20.086060686706862,0.9354392797765338]","[0.17986745004705335,0.9826258194911822,0.04576242216986749]","[0.07325921755069337,2.6664247740078482e-18,0.9267407824493067,2.660488045605702e-18]",2,Cluster 2
62,Postgraduate,In couple,77437,1125,140.53333333333333,No child,No child,560,21,442,29,44,29,"[77437.0,140.53333333333333,1125.0]","[3.5973171289182297,20.821940461066173,1.8659028187031925]","[0.16958377442135472,0.9815824203484033,0.08796189809217257]","[0.0006058418026650033,5.4565676445862874e-21,0.999394158197335,5.4565676445862874e-21]",2,Cluster 2
66,Postgraduate,In couple,54984,358,134.56666666666666,Has child,1 child,173,13,131,32,3,6,"[54984.0,134.56666666666666,358.0]","[2.5542684377809053,19.93789697374861,0.5937717414184381]","[0.12701727630686133,0.9914609331713418,0.029526759297262686]","[0.00010319861472170424,0.9998967974792252,3.906053065511409e-09,1.8701908111443485e-21]",1,Cluster 1
54,Postgraduate,In couple,42403,42,140.03333333333333,Has child,1 child,22,1,11,0,5,3,"[42403.0,140.03333333333333,42.0]","[1.9698211219122603,20.747858604587048,0.06966037189825253]","[0.094515391020449,0.9955177894253885,0.0033424239466991043]","[0.0003697615846094148,0.9873350686812938,3.0220397934709835e-21,0.012295169734096651]",1,Cluster 1
61,Postgraduate,In couple,55761,184,135.56666666666666,Has child,1 child,136,1,12,0,3,32,"[55761.0,135.56666666666666,184.0]","[2.590363785084771,20.086060686706862,0.3051787721256777]","[0.12788950372636568,0.991673967892714,0.01506705812508003]","[9.281021063272781e-05,0.9999071897893672,1.913190709788611e-17,2.140524603649168e-21]",1,Cluster 1
42,Postgraduate,In couple,37292,460,147.93333333333334,Has child,1 child,275,0,86,10,23,66,"[37292.0,147.93333333333334,460.0]","[1.7323908515518245,21.91835193695723,0.7629469303141942]","[0.07874524877206353,0.9962913821689072,0.03467949843631242]","[0.0019602994429535835,0.9980397005570465,7.082715942186585e-21,9.170132094556505e-21]",1,Cluster 1
80,Postgraduate,Alone,45576,145,134.43333333333334,No child,No child,56,19,29,2,14,25,"[45576.0,134.43333333333334,145.0]","[2.117222070425988,19.918141812020846,0.24049414107730036]","[0.10569307412493485,0.9943263242789229,0.012005620683134762]","[0.00011641940966780892,0.9998835805890484,1.2969830466328124e-21,1.2838826693115525e-12]",1,Cluster 1
78,Postgraduate,In couple,70321,1376,151.0,No child,No child,303,23,751,82,26,191,"[70321.0,151.0,1376.0]","[3.266745067895952,22.372720656695865,2.2822064698094158]","[0.14375211924209647,0.9845047411927077,0.1004277988531355]","[0.0010257400311285709,5.204847819640828e-21,0.9989742599688715,5.204847819640485e-21]",2,Cluster 2
56,Postgraduate,Alone,58086,792,150.86666666666667,Has child,1 child,708,7,62,0,0,15,"[58086.0,150.86666666666667,792.0]","[2.69837109844576,22.3529654949681,1.3135955843670475]","[0.11964294978807824,0.9911070904478381,0.05824345310872633]","[0.0004517786730627124,0.985961793560465,0.013586427766472273,3.9430179949979594e-21]",1,Cluster 1
